Sno,WT1:U-1,WT1:I-1,WT1:P-1,WT1:S-1,WT1:Q-1,WT1:PF-1,WT1:Phi-1,Class,R,pdiff,sdiff,qdiff,rdiff,Device
72572,232.27,10.411,2330,2420,647,0.9636,15.51,5,20.3549206906,0,0,0,-0.0017526948,NN
72573,232.25,10.411,2330,2420,647,0.9635,15.52,5,20.3531679958,0,0,-2,0.0195409405,NN
72574,232.31,10.403,2330,2420,645,0.9637,15.47,5,20.3727089362,0,0,0,-0.0052617732,NN
72575,232.25,10.403,2330,2420,645,0.9637,15.48,5,20.367447163,0,0,-1,0.0044174221,NN
72576,232.28,10.402,2330,2420,644,0.9639,15.45,5,20.3718645852,0,-10,-3,0.0170389352,NN
72577,232.25,10.391,2330,2410,641,0.964,15.41,5,20.3889035203,0,0,-1,0.0053365359,NN
72578,232.27,10.389,2330,2410,640,0.9642,15.39,5,20.3942400562,0,0,2,-0.012460172,NN
72579,232.23,10.394,2330,2410,642,0.964,15.43,5,20.3817798841,0,10,1,-0.0071856215,NN
72580,232.25,10.399,2330,2420,643,0.9639,15.45,5,20.3745942627,0,-10,-1,0.0089409313,NN
72581,232.25,10.394,2330,2410,642,0.964,15.42,5,20.383535194,0,0,0,0.0062804338,NN
72582,232.24,10.39,2330,2410,642,0.964,15.42,5,20.3898156277,0,0,-1,0.0025994368,NN
72583,232.29,10.391,2330,2410,641,0.9641,15.41,5,20.3924150645,0,10,1,-0.004491596,NN
72584,232.3,10.394,2330,2420,642,0.964,15.42,5,20.3879234685,0,-10,-1,0.0080379011,NN
72585,232.31,10.39,2330,2410,641,0.9641,15.4,5,20.3959613696,0,0,1,-0.0070919876,NN
72586,232.27,10.392,2330,2410,642,0.964,15.42,5,20.388869382,0,10,3,-0.0250257909,NN
72587,232.27,10.406,2330,2420,645,0.9638,15.47,5,20.3638435911,0,0,0,-0.0044466766,NN
72588,232.26,10.408,2330,2420,645,0.9638,15.47,5,20.3593969144,0,0,0,-3.15011757763273E-05,NN
72589,232.28,10.409,2330,2420,645,0.9637,15.48,5,20.3593654133,0,0,0,0.005322936,NN
72590,232.3,10.407,2330,2420,645,0.9637,15.48,5,20.3646883493,0,0,2,-0.0178067795,NN
72591,232.28,10.416,2330,2420,647,0.9636,15.5,5,20.3468815697,0,0,0,-0.0079727336,NN
72592,232.25,10.419,2330,2420,647,0.9636,15.5,5,20.3389088362,0,0,0,-0.0087862442,NN
72593,232.17,10.42,2330,2420,647,0.9636,15.5,5,20.3301225919,0,0,1,-0.0142041532,NN
72594,232.15,10.427,2330,2420,648,0.9635,15.53,5,20.3159184388,0,0,-1,0.0044597125,NN
72595,232.14,10.424,2330,2420,647,0.9635,15.52,5,20.3203781513,0,0,-1,0.0072035252,NN
72596,232.08,10.417,2330,2420,646,0.9636,15.51,5,20.3275816764,0,0,1,-0.009773937,NN
72597,232.07,10.422,2330,2420,647,0.9635,15.52,5,20.3178077395,0,0,3,-0.0123907446,NN
72598,232.03,10.427,2330,2420,650,0.9633,15.58,5,20.3054169948,0,0,-3,0.0247923421,NN
72599,232.11,10.417,2330,2420,647,0.9635,15.52,5,20.330209337,0,0,-3,0.0169459186,NN
72600,232.1,10.407,2330,2420,644,0.9639,15.45,5,20.3471552555,0,0,-2,-0.0009373574,NN
72601,232.13,10.409,2330,2420,642,0.964,15.42,5,20.3462178982,0,0,0,-0.0079774495,NN
72602,232.1,10.412,2330,2420,642,0.9641,15.4,5,20.3382404487,0,0,-1,0.0062244475,NN
72603,232.11,10.409,2330,2420,641,0.9642,15.38,5,20.3444648961,0,0,-1,-0.002629503,NN
72604,232.08,10.409,2330,2420,640,0.9642,15.37,5,20.3418353931,0,-10,-2,0.0222635716,NN
72605,232.11,10.398,2330,2410,638,0.9644,15.33,5,20.3640989647,0,0,-2,0.0071490605,NN
72606,232.11,10.394,2330,2410,636,0.9646,15.29,5,20.3712480253,0,0,0,-0.0035751576,NN
72607,232.11,10.396,2330,2410,636,0.9646,15.29,5,20.3676728677,0,0,0,-0.0009096844,NN
72608,232.12,10.397,2330,2410,636,0.9646,15.29,5,20.3667631833,0,0,2,-0.008899838,NN
72609,232.1,10.401,2330,2410,638,0.9644,15.33,5,20.3578633453,0,0,1,-0.0026625034,NN
72610,232.09,10.402,2330,2410,639,0.9644,15.34,5,20.355200842,0,10,0,-0.0027238582,NN
72611,232.12,10.405,2330,2420,639,0.9644,15.34,5,20.3524769838,0,0,1,0.0017846788,NN
72612,232.12,10.404,2330,2420,640,0.9642,15.37,5,20.3542616626,0,0,2,-0.00093885,NN
72613,232.15,10.406,2330,2420,642,0.964,15.42,5,20.3533228126,0,0,1,3.09796416111396E-05,NN
72614,232.13,10.405,2330,2420,643,0.9639,15.44,5,20.3533537922,0,0,2,0.0035385263,NN
72615,232.15,10.404,2330,2420,645,0.9637,15.49,5,20.3568923185,0,0,4,-0.0266251262,NN
72616,232.07,10.415,2330,2420,649,0.9633,15.57,5,20.3302671923,0,0,0,-0.0035900159,NN
72617,232.09,10.418,2330,2420,649,0.9633,15.58,5,20.3266771764,0,0,1,-0.0009613897,NN
72618,232.14,10.421,2330,2420,650,0.9632,15.58,5,20.3257157867,0,0,1,0.0034734971,NN
72619,232.2,10.422,2330,2420,651,0.9631,15.61,5,20.3291892838,0,0,1,-0.0142837555,NN
72620,232.24,10.432,2330,2420,652,0.9631,15.62,5,20.3149055283,10,10,1,-0.0221757136,NN
72621,232.23,10.444,2340,2430,653,0.963,15.63,5,20.2927298148,0,-10,-3,0.0141956837,NN
72622,232.23,10.436,2340,2420,650,0.9634,15.56,5,20.3069254984,0,10,0,-0.0097486782,NN
72623,232.22,10.441,2340,2430,650,0.9634,15.54,5,20.2971768202,0,0,-1,0.0008740495,NN
72624,232.23,10.441,2340,2430,649,0.9635,15.52,5,20.2980508697,0,-10,-2,0.0071257655,NN
72625,232.21,10.436,2340,2420,647,0.9638,15.47,5,20.3051766352,0,10,1,-0.0186136437,NN
72626,232.2,10.446,2340,2430,648,0.9636,15.5,5,20.2865629914,0,-10,-4,0.0248708289,NN
72627,232.18,10.431,2340,2420,644,0.964,15.41,5,20.3114338203,0,0,0,-0.0070783891,NN
72628,232.16,10.434,2340,2420,644,0.9641,15.41,5,20.3043554312,0,0,-2,0.0017491691,NN
72629,232.18,10.434,2340,2420,642,0.9642,15.37,5,20.3061046003,0,0,0,0.0009551495,NN
72630,232.13,10.431,2340,2420,642,0.9642,15.37,5,20.3070597498,0,0,-2,0.0079284381,NN
72631,232.18,10.429,2340,2420,640,0.9645,15.32,5,20.3149881879,-10,0,-2,0.0098804635,NN
72632,232.11,10.42,2330,2420,638,0.9646,15.3,5,20.3248686515,0,0,-3,0.0221649126,NN
72633,232.18,10.411,2330,2420,635,0.9649,15.24,5,20.3470335641,0,0,0,-0.0044117625,NN
72634,232.15,10.412,2330,2420,635,0.9649,15.23,5,20.3426218016,0,0,1,-0.0062223272,NN
72635,232.14,10.415,2330,2420,636,0.9648,15.25,5,20.3363994744,0,0,0,-0.002657358,NN
72636,232.13,10.416,2330,2420,636,0.9648,15.24,5,20.3337421163,0,0,-3,0.0187039647,NN
72637,232.14,10.406,2330,2420,633,0.9651,15.18,5,20.352446081,0,-10,-1,0.0053858783,NN
72638,232.12,10.402,2330,2410,632,0.9651,15.18,5,20.3578319593,0,0,0,0.0062350641,NN
72639,232.13,10.399,2330,2410,632,0.9651,15.18,5,20.3640670234,0,0,0,-0.0008454056,NN
72640,232.1,10.398,2330,2410,632,0.9651,15.18,5,20.3632216178,0,0,-1,0.0106265612,NN
72641,232.16,10.395,2330,2410,631,0.9652,15.16,5,20.373848179,0,0,-2,0.0125573712,NN
72642,232.14,10.387,2330,2410,629,0.9654,15.12,5,20.3864055502,0,0,0,0.0044939579,NN
72643,232.13,10.384,2330,2410,629,0.9653,15.13,5,20.3908995081,0,0,1,-0.0036157635,NN
72644,232.15,10.387,2330,2410,630,0.9652,15.15,5,20.3872837446,0,0,1,-0.0062477481,NN
72645,232.14,10.39,2330,2410,631,0.9651,15.18,5,20.3810359965,0,0,-1,0.0090193492,NN
72646,232.1,10.383,2330,2410,630,0.9652,15.16,5,20.3900553457,0,0,0,0.0071327035,NN
72647,232.12,10.38,2330,2410,630,0.9652,15.15,5,20.3971880492,0,0,-1,0.0053785325,NN
72648,232.12,10.377,2330,2410,629,0.9653,15.14,5,20.4025665817,0,0,2,-0.012511236,NN
72649,232.1,10.383,2330,2410,631,0.9651,15.17,5,20.3900553457,0,0,1,-0.0035819157,NN
72650,232.1,10.385,2330,2410,632,0.9651,15.19,5,20.38647343,0,0,0,-0.00361428,NN
72651,232.12,10.388,2330,2410,632,0.965,15.2,5,20.38285915,0,0,0,0.0026343519,NN
72652,232.15,10.388,2330,2410,632,0.965,15.2,5,20.3854935019,-160,-130,77,1.1061885683,NN
72653,232.54,9.82,2170,2280,709,0.9506,18.09,5,21.4916820702,-990,-1070,-454,17.2642517978,NN
72654,236.76,5.109,1180,1210,255,0.9775,12.18,5,38.7559338681,0,-10,-5,0.2024337475,NN
72655,236.75,5.077,1180,1200,250,0.9782,11.99,5,38.9583676156,-10,0,-3,0.1304405719,NN
72656,236.8,5.058,1170,1200,247,0.9784,11.92,5,39.0888081875,0,0,0,0.0595298313,NN
72657,236.73,5.047,1170,1200,247,0.9784,11.93,5,39.1483380189,0,-10,-1,0.0732585363,NN
72658,236.82,5.038,1170,1190,246,0.9786,11.89,5,39.2215965552,0,0,0,0.0094276411,NN
72659,236.72,5.034,1170,1190,246,0.9784,11.94,5,39.2310241962,0,0,0,0.0359741454,NN
72660,236.78,5.03,1170,1190,246,0.9784,11.92,5,39.2669983416,-10,0,-4,0.0928287285,NN
72661,236.71,5.014,1160,1190,242,0.979,11.77,5,39.3598270702,0,0,-1,0.0264004747,NN
72662,236.79,5.012,1160,1190,241,0.9791,11.74,5,39.3862275449,0,0,2,-0.0147609669,NN
72663,236.78,5.014,1160,1190,243,0.9789,11.79,5,39.371466578,0,0,-1,0.0229769422,NN
72664,236.8,5.011,1160,1190,242,0.979,11.77,5,39.3944435202,0,0,-2,0.0409328955,NN
72665,236.77,5.004,1160,1190,240,0.9792,11.7,5,39.4353764157,0,-10,0,-0.0017598907,NN
72666,236.72,5.003,1160,1180,240,0.9793,11.69,5,39.4336165251,0,10,3,-0.0490523201,NN
72667,236.78,5.012,1160,1190,243,0.9789,11.79,5,39.3845642049,0,0,0,-0.00332668,NN
72668,236.76,5.012,1160,1190,243,0.9788,11.82,5,39.381237525,0,0,-2,0.0360118923,NN
72669,236.74,5.006,1160,1190,241,0.979,11.76,5,39.4172494172,0,0,0,0.0065640715,NN
72670,236.74,5.005,1160,1190,241,0.9791,11.73,5,39.4238134888,0,0,-1,0.0049007018,NN
72671,236.73,5.004,1160,1190,240,0.9792,11.7,5,39.4287141905,0,0,2,-0.0328080498,NN
72672,236.73,5.009,1160,1190,242,0.979,11.77,5,39.3959061408,0,0,2,-0.0524885876,NN
72673,236.69,5.016,1160,1190,244,0.9786,11.88,5,39.3434175532,0,0,0,-0.0032147943,NN
72674,236.71,5.017,1160,1190,244,0.9786,11.88,5,39.3402027589,0,0,2,-0.0243608459,NN
72675,236.76,5.022,1160,1190,246,0.9784,11.92,5,39.315841913,0,0,0,0.0127271414,NN
72676,236.64,5.017,1160,1190,246,0.9784,11.94,5,39.3285690543,0,0,-1,0.0049858734,NN
72677,236.67,5.017,1160,1190,245,0.9785,11.92,5,39.3335549277,0,0,-1,0.0313661031,NN
72678,236.78,5.015,1160,1190,244,0.9786,11.88,5,39.3649210308,0,0,1,-0.0230563141,NN
72679,236.72,5.017,1160,1190,245,0.9785,11.91,5,39.3418647166,0,0,-1,0.0212879272,NN
72680,236.73,5.014,1160,1190,244,0.9787,11.86,5,39.3631526438,0,0,0,0.009976721,NN
72681,236.79,5.014,1160,1190,244,0.9787,11.84,5,39.3731293648,0,0,0,-0.0049883605,NN
72682,236.76,5.014,1160,1190,244,0.9787,11.85,5,39.3681410043,0,0,-1,0.009873298,NN
72683,236.78,5.013,1160,1190,243,0.9788,11.82,5,39.3780143023,0,0,-1,0.0343379534,NN
72684,236.75,5.007,1160,1190,242,0.979,11.75,5,39.4123522557,0,0,1,-0.0212359689,NN
72685,236.78,5.011,1160,1190,243,0.9788,11.81,5,39.3911162868,0,0,0,0.0130115428,NN
72686,236.74,5.008,1160,1190,243,0.9788,11.81,5,39.4041278296,0,0,1,-0.0327657807,NN
72687,236.74,5.013,1160,1190,244,0.9787,11.85,5,39.3713620489,0,-10,-3,0.0620657131,NN
72688,236.64,5.001,1160,1180,241,0.9791,11.74,5,39.433427762,0,10,1,-0.0359577221,NN
72689,236.7,5.008,1160,1190,242,0.9789,11.79,5,39.3974700399,0,0,0,0.0015644199,NN
72690,236.67,5.007,1160,1190,242,0.9789,11.78,5,39.3990344598,0,0,0,0.0131220764,NN
72691,236.67,5.005,1160,1190,242,0.979,11.77,5,39.4121565362,0,0,1,-0.0245712475,NN
72692,236.68,5.009,1160,1190,243,0.9788,11.81,5,39.3875852887,0,-10,-2,0.0328011203,NN
72693,236.68,5.004,1160,1180,241,0.9791,11.74,5,39.4203864091,0,10,1,-0.0181220068,NN
72694,236.65,5.006,1160,1190,242,0.9789,11.78,5,39.4022644023,0,0,-1,0.014985015,NN
72695,236.74,5.006,1160,1190,241,0.9791,11.75,5,39.4172494172,0,0,1,-0.0115560595,NN
72696,236.71,5.007,1160,1190,242,0.979,11.77,5,39.4056933577,0,-10,-2,0.0409733089,NN
72697,236.68,5,1160,1180,240,0.9793,11.68,5,39.4466666667,0,0,1,-0.0346080391,NN
72698,236.63,5.004,1160,1180,241,0.9791,11.74,5,39.4120586276,0,10,2,-0.0523380222,NN
72699,236.67,5.013,1160,1190,243,0.9787,11.84,5,39.3597206054,0,0,0,0.0097686643,NN
72700,236.65,5.011,1160,1190,243,0.9788,11.83,5,39.3694892697,0,-10,-2,0.0376714297,NN
72701,236.64,5.005,1160,1180,241,0.9791,11.73,5,39.4071606994,0,10,1,-0.027792979,NN
72702,236.67,5.01,1160,1190,242,0.9789,11.79,5,39.3793677205,0,0,2,-0.032734304,NN
72703,236.67,5.015,1160,1190,244,0.9786,11.86,5,39.3466334165,0,0,-2,0.0310704105,NN
72704,236.66,5.01,1160,1190,242,0.9789,11.8,5,39.377703827,0,0,0,0.0014572916,NN
72705,236.59,5.008,1160,1190,242,0.9788,11.81,5,39.3791611185,0,0,4,-0.0866847857,NN
72706,236.58,5.021,1160,1190,246,0.9783,11.97,5,39.2924763328,0,0,2,-0.032602453,NN
72707,236.58,5.026,1160,1190,248,0.978,12.03,5,39.2598738799,0,0,0,0.0114954148,NN
72708,236.61,5.025,1160,1190,248,0.978,12.03,5,39.2713692946,0,0,0,-0.0063950122,NN
72709,236.65,5.027,1160,1190,248,0.978,12.03,5,39.2649742824,0,0,-1,0.0308237578,NN
72710,236.6,5.021,1160,1190,247,0.9781,12.01,5,39.2957980402,0,0,-1,0.0130572514,NN
72711,236.6,5.019,1160,1190,246,0.9782,11.98,5,39.3088552916,0,0,0,0.01650197,NN
72712,236.66,5.018,1160,1190,246,0.9784,11.94,5,39.3253572615,0,0,-1,0.0178419403,NN
72713,236.61,5.014,1160,1190,245,0.9785,11.9,5,39.3431992019,0,0,1,-0.0294737117,NN
72714,236.59,5.018,1160,1190,246,0.9783,11.96,5,39.3137254902,0,0,-2,0.0457820793,NN
72715,236.59,5.011,1160,1190,244,0.9786,11.87,5,39.3595075695,0,0,0,-0.0064392176,NN
72716,236.63,5.013,1160,1190,244,0.9786,11.88,5,39.3530683519,0,0,-1,0.0310861088,NN
72717,236.62,5.008,1160,1190,243,0.9788,11.81,5,39.3841544607,0,0,-1,-0.0016644474,NN
72718,236.61,5.008,1160,1190,242,0.9789,11.8,5,39.3824900133,0,-10,-1,0.0246706861,NN
72719,236.64,5.005,1160,1180,241,0.9791,11.74,5,39.4071606994,0,10,3,-0.0557554109,NN
72720,236.62,5.013,1160,1190,244,0.9786,11.86,5,39.3514052885,0,0,0,-0.0066522535,NN
72721,236.58,5.013,1160,1190,244,0.9787,11.85,5,39.3447530351,0,0,-2,0.0311830608,NN
72722,236.61,5.009,1160,1190,242,0.9789,11.79,5,39.3759360959,0,-10,-1,0.0228982089,NN
72723,236.59,5.005,1160,1180,241,0.9791,11.75,5,39.3988343047,0,0,-1,0.0212623458,NN
72724,236.56,5.001,1160,1180,240,0.9793,11.68,5,39.4200966506,0,0,1,-0.0195970669,NN
72725,236.6,5.005,1160,1180,241,0.9791,11.73,5,39.4004995837,0,10,1,-0.016345123,NN
72726,236.62,5.008,1160,1190,242,0.9789,11.79,5,39.3841544607,0,0,1,-0.0132108761,NN
72727,236.58,5.009,1160,1190,243,0.9787,11.85,5,39.3709435846,0,-10,-1,0.0212296044,NN
72728,236.55,5.005,1160,1180,242,0.9789,11.8,5,39.392173189,0,10,1,-0.0311082972,NN
72729,236.56,5.01,1160,1190,243,0.9787,11.86,5,39.3610648918,0,0,2,-0.0246271736,NN
72730,236.53,5.013,1160,1190,245,0.9785,11.91,5,39.3364377183,0,0,-1,0.0214062345,NN
72731,236.58,5.011,1160,1190,244,0.9786,11.88,5,39.3578439528,0,0,2,-0.032710974,NN
72732,236.58,5.016,1160,1190,246,0.9784,11.94,5,39.3251329787,0,0,0,-0.0048737133,NN
72733,236.59,5.017,1160,1190,246,0.9783,11.95,5,39.3202592654,0,0,-2,0.0327014798,NN
72734,236.59,5.012,1160,1190,244,0.9786,11.88,5,39.3529607452,0,0,-1,0.0311937155,NN
72735,236.62,5.008,1160,1190,243,0.9788,11.81,5,39.3841544607,0,0,0,-0.0131062078,NN
72736,236.62,5.01,1160,1190,243,0.9787,11.85,5,39.3710482529,0,0,1,-0.0197508477,NN
72737,236.58,5.012,1160,1190,244,0.9786,11.88,5,39.3512974052,0,0,-1,0.0196461794,NN
72738,236.58,5.009,1160,1190,243,0.9787,11.84,5,39.3709435846,0,0,1,-0.0212013594,NN
72739,236.61,5.013,1160,1190,244,0.9785,11.89,5,39.3497422252,0,0,2,-0.036016735,NN
72740,236.59,5.018,1160,1190,246,0.9782,11.97,4,39.3137254902,0,0,-2,0.039235255,NN
72741,236.59,5.012,1160,1190,244,0.9786,11.87,4,39.3529607452,-40,-50,-15,1.247176429,OOFF
72742,236.78,4.832,1120,1140,229,0.9798,11.55,4,40.6001371742,0,0,0,-0.0017146776,NN
72743,236.77,4.832,1120,1140,229,0.9797,11.56,4,40.5984224966,0,0,2,-0.0276305871,NN
72744,236.69,4.834,1120,1140,231,0.9794,11.64,4,40.5707919095,0,10,0,-0.0071462011,NN
72745,236.77,4.837,1120,1150,231,0.9794,11.66,4,40.5636457084,0,-10,0,0.005529673,NN
72746,236.64,4.833,1120,1140,231,0.9794,11.66,4,40.5691753815,0,0,0,-0.0035257414,NN
72747,236.66,4.834,1120,1140,231,0.9794,11.65,4,40.56564964,0,0,0,-0.005238329,NN
72748,236.67,4.835,1120,1140,231,0.9794,11.64,4,40.5604113111,0,0,-1,0.0242937644,NN
72749,236.69,4.832,1120,1140,230,0.9796,11.6,4,40.5847050754,0,0,-1,0.0191720904,NN
72750,236.68,4.829,1120,1140,229,0.9798,11.55,4,40.6038771659,0,0,0,0.0051466804,NN
72751,236.71,4.829,1120,1140,229,0.9798,11.54,4,40.6090238463,0,0,1,-0.0209902444,NN
72752,236.75,4.833,1120,1140,230,0.9796,11.59,4,40.5880336019,0,0,-1,0.0122064941,NN
72753,236.74,4.831,1120,1140,229,0.9797,11.56,4,40.600240096,0,0,0,-0.0051449151,NN
72754,236.71,4.831,1120,1140,229,0.9797,11.57,4,40.5950951809,0,0,1,-0.0001020396,NN
72755,236.75,4.832,1120,1140,230,0.9796,11.58,4,40.5949931413,0,0,-1,0.0110154424,NN
72756,236.53,4.825,1120,1140,229,0.9797,11.58,4,40.6060085837,0,0,0,-0.0038469779,NN
72757,236.67,4.829,1120,1140,229,0.9797,11.56,4,40.6021616058,0,0,-1,0.0034311203,NN
72758,236.69,4.829,1120,1140,228,0.9798,11.53,4,40.605592726,0,0,3,-0.0450853554,NN
72759,236.63,4.834,1120,1140,231,0.9794,11.64,4,40.5605073706,0,0,-3,0.0694274046,NN
72760,236.71,4.826,1120,1140,228,0.9799,11.51,4,40.6299347751,0,0,1,-0.0276698472,NN
72761,236.63,4.828,1120,1140,229,0.9797,11.57,4,40.6022649279,0,0,0,0.0051475635,NN
72762,236.66,4.828,1120,1140,229,0.9797,11.56,4,40.6074124914,0,0,-1,0.0173729531,NN
72763,236.68,4.826,1120,1140,228,0.9798,11.53,4,40.6247854446,0,0,-1,0.0279112233,NN
72764,236.68,4.822,1120,1140,227,0.98,11.48,4,40.6526966678,0,0,2,-0.0470000309,NN
72765,236.65,4.828,1120,1140,229,0.9797,11.56,4,40.6056966369,0,0,0,-0.0086817116,NN
72766,236.64,4.829,1120,1140,229,0.9796,11.58,4,40.5970149254,0,0,-1,0.0190825519,NN
72767,236.67,4.827,1120,1140,228,0.9798,11.53,4,40.6160974773,0,0,1,-0.0122203114,NN
72768,236.68,4.829,1120,1140,229,0.9797,11.57,4,40.6038771659,0,0,0,0.0085778007,NN
72769,236.73,4.829,1120,1140,229,0.9797,11.56,4,40.6124549665,0,0,0,-0.0033266206,NN
72770,236.67,4.828,1120,1140,229,0.9797,11.56,4,40.6091283459,0,0,0,0.0018206845,NN
72771,236.64,4.827,1120,1140,229,0.9797,11.56,4,40.6109490304,0,0,-2,0.047126571,NN
72772,236.63,4.82,1120,1140,227,0.98,11.47,4,40.6580756014,0,0,-1,0.0106539843,NN
72773,236.57,4.817,1120,1140,226,0.9801,11.45,4,40.6687295857,0,0,1,-0.0280562776,NN
72774,236.61,4.822,1120,1140,227,0.9799,11.49,4,40.6406733081,0,0,1,-0.0086966638,NN
72775,236.6,4.823,1120,1140,228,0.9799,11.51,4,40.6319766443,0,0,-1,0.0139604799,NN
72776,236.6,4.821,1120,1140,227,0.98,11.49,4,40.6459371242,0,0,2,-0.0418526897,NN
72777,236.6,4.827,1120,1140,229,0.9797,11.57,4,40.6040844345,0,0,1,-0.008887179,NN
72778,236.67,4.83,1120,1140,230,0.9796,11.61,4,40.5951972556,0,0,0,0.0019201089,NN
72779,236.6,4.828,1120,1140,230,0.9796,11.6,4,40.5971173644,0,0,0,-0.0085792725,NN
72780,236.55,4.828,1120,1140,230,0.9795,11.63,4,40.588538092,0,0,-1,0.0225158044,NN
72781,236.6,4.826,1120,1140,229,0.9796,11.58,4,40.6110538963,0,0,-5,0.1156552478,NN
72782,236.5,4.807,1120,1140,224,0.9804,11.37,4,40.7267091441,0,0,1,-0.0265543187,NN
72783,236.59,4.813,1120,1140,225,0.9803,11.4,4,40.7001548254,0,0,1,-0.0240839498,NN
72784,236.45,4.813,1120,1140,226,0.9801,11.44,4,40.6760708756,0,0,0,-0.0073412899,NN
72785,236.57,4.817,1120,1140,226,0.9801,11.45,4,40.6687295857,0,0,0,-0.0032093793,NN
72786,236.47,4.815,1120,1140,226,0.9801,11.45,4,40.6655202064,0,0,1,-0.015812403,NN
72787,236.5,4.818,1120,1140,227,0.98,11.48,4,40.6497078034,0,0,2,-0.0489525682,NN
72788,236.54,4.826,1120,1140,229,0.9796,11.59,4,40.6007552352,0,0,-2,0.0296123361,NN
72789,236.55,4.822,1120,1140,227,0.9799,11.5,4,40.6303675713,0,0,1,-0.0067633796,NN
72790,236.47,4.821,1120,1140,228,0.9799,11.51,4,40.6236041917,0,0,-1,0.0137433431,NN
72791,236.55,4.821,1120,1140,227,0.98,11.48,4,40.6373475348,0,0,0,0.003545936,NN
72792,236.53,4.82,1120,1140,227,0.98,11.48,4,40.6408934708,0,0,1,-0.0279127016,NN
72793,236.53,4.824,1120,1140,228,0.9798,11.55,4,40.6129807692,0,0,0,-0.0016120589,NN
72794,236.48,4.823,1120,1140,228,0.9798,11.54,4,40.6113687103,0,0,1,-0.0191956928,NN
72795,236.49,4.826,1120,1140,229,0.9796,11.58,4,40.5921730175,0,0,0,0.0104020898,NN
72796,236.51,4.825,1120,1140,229,0.9797,11.56,4,40.6025751073,0,0,0,-0.0210002231,NN
72797,236.55,4.829,1120,1140,229,0.9796,11.59,4,40.5815748842,0,0,1,0.0054488027,NN
72798,236.46,4.826,1120,1140,230,0.9796,11.6,4,40.5870236869,0,0,0,-0.0173599944,NN
72799,236.44,4.828,1120,1140,230,0.9795,11.62,4,40.5696636925,0,0,-1,0.0312978459,NN
72800,236.46,4.824,1120,1140,229,0.9797,11.56,4,40.6009615385,0,0,0,-0.005253384,NN
72801,236.47,4.825,1120,1140,229,0.9797,11.56,4,40.5957081545,0,0,1,-0.015749335,NN
72802,236.5,4.828,1120,1140,230,0.9796,11.6,4,40.5799588195,0,0,-1,0.0278708508,NN
72803,236.5,4.824,1120,1140,229,0.9797,11.57,4,40.6078296703,0,0,-1,0.0191026553,NN
72804,236.53,4.822,1120,1140,228,0.9799,11.52,4,40.6269323257,0,0,0,-0.0120233597,NN
72805,236.46,4.822,1120,1140,228,0.9798,11.54,4,40.614908966,0,0,0,0.0018235542,NN
72806,236.43,4.821,1120,1140,228,0.9797,11.56,4,40.6167325202,0,0,1,-0.0228430591,NN
72807,236.5,4.826,1120,1140,229,0.9796,11.59,4,40.593889461,0,0,-1,0.0105061434,NN
72808,236.48,4.824,1120,1140,228,0.9797,11.55,4,40.6043956044,0,0,2,-0.0401699141,NN
72809,236.53,4.831,1120,1140,230,0.9794,11.64,4,40.5642256903,0,0,-3,0.0715131413,NN
72810,236.5,4.82,1120,1140,227,0.9799,11.5,4,40.6357388316,0,0,0,0.0087017939,NN
72811,236.51,4.819,1120,1140,227,0.98,11.48,4,40.6444406255,0,0,0,-0.01213822,NN
72812,236.48,4.82,1120,1140,227,0.9799,11.5,4,40.6323024055,0,0,1,-0.022651023,NN
72813,236.47,4.823,1120,1140,228,0.9798,11.54,4,40.6096513824,0,0,2,-0.0401831149,NN
72814,236.52,4.83,1120,1140,230,0.9795,11.62,4,40.5694682676,0,0,0,0.0052443761,NN
72815,236.51,4.829,1120,1140,230,0.9795,11.62,4,40.5747126437,0,0,1,-0.0102933608,NN
72816,236.45,4.829,1120,1140,231,0.9794,11.65,4,40.5644192829,0,0,-1,0.0087744703,NN
72817,236.42,4.827,1120,1140,230,0.9795,11.63,4,40.5731937532,0,0,-3,0.0783448406,NN
72818,236.47,4.817,1120,1140,227,0.9799,11.5,4,40.6515385938,0,0,-1,0.0155865782,NN
72819,236.52,4.816,1120,1140,226,0.98,11.47,4,40.6671251719,0,0,-3,0.0647501509,NN
72820,236.53,4.807,1120,1140,223,0.9805,11.32,4,40.7318753229,0,0,1,-0.0104565901,NN
72821,236.51,4.808,1120,1140,224,0.9805,11.34,4,40.7214187328,0,0,0,-0.0173388567,NN
72822,236.45,4.809,1120,1140,224,0.9804,11.37,4,40.7040798761,0,0,2,-0.0316809079,NN
72823,236.51,4.815,1120,1140,226,0.9802,11.42,4,40.6723989682,0,0,3,-0.0748714957,NN
72824,236.44,4.824,1120,1140,229,0.9797,11.57,4,40.5975274725,0,0,1,-0.0366355343,NN
72825,236.47,4.83,1120,1140,230,0.9795,11.64,4,40.5608919383,0,0,-2,0.0679740411,NN
72826,236.46,4.82,1120,1140,228,0.9798,11.53,4,40.6288659794,-10,0,-6,0.1084294556,NN
72827,236.48,4.805,1110,1140,222,0.9806,11.29,4,40.737295435,10,0,1,-0.0210419914,NN
72828,236.48,4.808,1120,1140,223,0.9805,11.33,4,40.7162534435,0,0,5,-0.0979092319,NN
72829,236.48,4.822,1120,1140,228,0.9799,11.52,4,40.6183442116,0,0,-1,0.0106298389,NN
72830,236.42,4.819,1120,1140,227,0.9799,11.51,4,40.6289740505,0,0,1,-0.0139594482,NN
