Sno,WT1:U-1,WT1:I-1,WT1:P-1,WT1:S-1,WT1:Q-1,WT1:PF-1,WT1:Phi-1,Class,R,pdiff,sdiff,qdiff,rdiff,Device
1,241,0,0,0,0,0,0,0,241,0,0,0,0.02,NN
2,241.02,0,0,0,0,0,0,0,241.02,0,0,0,0.01,NN
3,241.03,0,0,0,0,0,0,0,241.03,0,0,0,0.02,NN
4,241.05,0,0,0,0,0,0,0,241.05,0,0,0,0.11,NN
5,241.16,0,0,0,0,0,0,0,241.16,0,0,0,0.01,NN
6,241.17,0,0,0,0,0,0,0,241.17,0,0,0,0.01,NN
7,241.18,0,0,0,0,0,0,0,241.18,0,0,0,0.01,NN
8,241.19,0,0,0,0,0,0,0,241.19,0,0,0,-0.01,NN
9,241.18,0,0,0,0,0,0,0,241.18,0,0,0,0.01,NN
10,241.19,0,0,0,0,0,0,0,241.19,0,0,0,-0.01,NN
11,241.18,0,0,0,0,0,0,0,241.18,0,0,0,-0.01,NN
12,241.17,0,0,0,0,0,0,0,241.17,0,0,0,0.01,NN
13,241.18,0,0,0,0,0,0,0,241.18,0,0,0,-0.01,NN
14,241.17,0,0,0,0,0,0,0,241.17,0,0,0,0.03,NN
15,241.2,0,0,0,0,0,0,0,241.2,0,0,0,-0.02,NN
16,241.18,0,0,0,0,0,0,0,241.18,0,0,0,0,NN
17,241.18,0,0,0,0,0,0,0,241.18,0,0,0,0,NN
18,241.18,0,0,0,0,0,0,0,241.18,0,0,0,-0.01,NN
19,241.17,0,0,0,0,0,0,0,241.17,0,0,0,0.01,NN
20,241.18,0,0,0,0,0,0,0,241.18,0,0,0,-0.01,NN
21,241.17,0,0,0,0,0,0,0,241.17,0,0,0,-0.02,NN
22,241.15,0,0,0,0,0,0,0,241.15,0,0,0,-0.01,NN
23,241.14,0,0,0,0,0,0,0,241.14,0,0,0,0.01,NN
24,241.15,0,0,0,0,0,0,0,241.15,0,0,0,0.03,NN
25,241.18,0,0,0,0,0,0,0,241.18,0,0,0,-0.02,NN
26,241.16,0,0,0,0,0,0,0,241.16,0,0,0,-0.01,NN
27,241.15,0,0,0,0,0,0,0,241.15,0,0,0,0.01,NN
28,241.16,0,0,0,0,0,0,0,241.16,0,0,0,-0.04,NN
29,241.12,0,0,0,0,0,0,0,241.12,0,0,0,-0.06,NN
30,241.06,0,0,0,0,0,0,0,241.06,0,0,0,0.02,NN
31,241.08,0,0,0,0,0,0,0,241.08,0,0,0,0.03,NN
32,241.11,0,0,0,0,0,0,0,241.11,0,0,0,0.02,NN
33,241.13,0,0,0,0,0,0,0,241.13,0,0,0,0.04,NN
34,241.17,0,0,0,0,0,0,0,241.17,0,0,0,0.01,NN
35,241.18,0,0,0,0,0,0,0,241.18,0,0,0,0,NN
36,241.18,0,0,0,0,0,0,0,241.18,0,0,0,-0.02,NN
37,241.16,0,0,0,0,0,0,0,241.16,0,0,0,0.02,NN
38,241.18,0,0,0,0,0,0,0,241.18,0,0,0,0.01,NN
39,241.19,0,0,0,0,0,0,0,241.19,0,0,0,-0.01,NN
40,241.18,0,0,0,0,0,0,0,241.18,0,0,0,0,NN
41,241.18,0,0,0,0,0,0,0,241.18,0,0,0,-0.02,NN
42,241.16,0,0,0,0,0,0,0,241.16,0,0,0,-0.03,NN
43,241.13,0,0,0,0,0,0,0,241.13,0,0,0,0.03,NN
44,241.16,0,0,0,0,0,0,0,241.16,0,0,0,-0.02,NN
45,241.14,0,0,0,0,0,0,0,241.14,0,0,0,-0.02,NN
46,241.12,0,0,0,0,0,0,0,241.12,0,0,0,0.02,NN
47,241.14,0,0,0,0,0,0,0,241.14,0,0,0,-0.01,NN
48,241.13,0,0,0,0,0,0,0,241.13,0,0,0,-0.04,NN
49,241.09,0,0,0,0,0,0,0,241.09,0,0,0,0.02,NN
50,241.11,0,0,0,0,0,0,0,241.11,0,0,0,-0.03,NN
51,241.08,0,0,0,0,0,0,0,241.08,0,0,0,0,NN
52,241.08,0,0,0,0,0,0,0,241.08,0,0,0,-0.01,NN
53,241.07,0,0,0,0,0,0,0,241.07,0,0,0,-0.01,NN
54,241.06,0,0,0,0,0,0,0,241.06,0,0,0,-0.02,NN
55,241.04,0,0,0,0,0,0,0,241.04,0,0,0,0,NN
56,241.04,0,0,0,0,0,0,0,241.04,0,0,0,-0.01,NN
57,241.03,0,0,0,0,0,0,0,241.03,0,0,0,-0.03,NN
58,241,0,0,0,0,0,0,0,241,0,0,0,-0.01,NN
59,240.99,0,0,0,0,0,0,0,240.99,0,0,0,-0.01,NN
60,240.98,0,0,0,0,0,0,0,240.98,0,0,0,-0.01,NN
61,240.97,0,0,0,0,0,0,0,240.97,0,0,0,0.01,NN
62,240.98,0,0,0,0,0,0,0,240.98,0,0,0,0.02,NN
63,241,0,0,0,0,0,0,0,241,0,0,0,-0.03,NN
64,240.97,0,0,0,0,0,0,0,240.97,0,0,0,0.01,NN
65,240.98,0,0,0,0,0,0,0,240.98,0,0,0,0.03,NN
66,241.01,0,0,0,0,0,0,0,241.01,0,0,0,-0.02,NN
67,240.99,0,0,0,0,0,0,0,240.99,0,0,0,-0.01,NN
68,240.98,0,0,0,0,0,0,0,240.98,0,0,0,0.02,NN
69,241,0,0,0,0,0,0,0,241,0,0,0,-0.02,NN
70,240.98,0,0,0,0,0,0,0,240.98,0,0,0,0.02,NN
71,241,0,0,0,0,0,0,0,241,0,0,0,-0.01,NN
72,240.99,0,0,0,0,0,0,0,240.99,0,0,0,0.01,NN
73,241,0,0,0,0,0,0,0,241,0,0,0,0.02,NN
74,241.02,0,0,0,0,0,0,0,241.02,0,0,0,0.01,NN
75,241.03,0,0,0,0,0,0,0,241.03,0,0,0,-0.01,NN
76,241.02,0,0,0,0,0,0,0,241.02,0,0,0,0,NN
77,241.02,0,0,0,0,0,0,0,241.02,0,0,0,0.04,NN
78,241.06,0,0,0,0,0,0,0,241.06,0,0,0,0,NN
79,241.06,0,0,0,0,0,0,0,241.06,0,0,0,0.01,NN
80,241.07,0,0,0,0,0,0,0,241.07,0,0,0,0,NN
81,241.07,0,0,0,0,0,0,0,241.07,0,0,0,-0.02,NN
82,241.05,0,0,0,0,0,0,0,241.05,0,0,0,-0.01,NN
83,241.04,0,0,0,0,0,0,0,241.04,0,0,0,-0.01,NN
84,241.03,0,0,0,0,0,0,0,241.03,0,0,0,0,NN
85,241.03,0,0,0,0,0,0,0,241.03,0,0,0,0.01,NN
86,241.04,0,0,0,0,0,0,0,241.04,0,0,0,0.01,NN
87,241.05,0,0,0,0,0,0,0,241.05,0,0,0,0.02,NN
88,241.07,0,0,0,0,0,0,0,241.07,0,0,0,-0.03,NN
89,241.04,0,0,0,0,0,0,0,241.04,0,0,0,0.01,NN
90,241.05,0,0,0,0,0,0,0,241.05,0,0,0,-0.01,NN
91,241.04,0,0,0,0,0,0,0,241.04,0,0,0,-0.01,NN
92,241.03,0,0,0,0,0,0,0,241.03,0,0,0,-0.01,NN
93,241.02,0,0,0,0,0,0,0,241.02,0,0,0,0.02,NN
94,241.04,0,0,0,0,0,0,0,241.04,0,0,0,0.01,NN
95,241.05,0,0,0,0,0,0,0,241.05,0,0,0,-0.01,NN
96,241.04,0,0,0,0,0,0,0,241.04,0,0,0,-0.01,NN
97,241.03,0,0,0,0,0,0,0,241.03,0,0,0,0,NN
98,241.03,0,0,0,0,0,0,0,241.03,0,0,0,0.01,NN
99,241.04,0,0,0,0,0,0,0,241.04,0,0,0,-0.02,NN
100,241.02,0,0,0,0,0,0,0,241.02,0,0,0,0,NN
101,241.02,0,0,0,0,0,0,0,241.02,0,0,0,0,NN
102,241.02,0,0,0,0,0,0,0,241.02,0,0,0,0,NN
103,241.02,0,0,0,0,0,0,0,241.02,0,0,0,-0.04,NN
104,240.98,0,0,0,0,0,0,0,240.98,0,0,0,-0.03,NN
105,240.95,0,0,0,0,0,0,0,240.95,0,0,0,-0.02,NN
106,240.93,0,0,0,0,0,0,0,240.93,0,0,0,0.07,NN
107,241,0,0,0,0,0,0,0,241,0,0,0,0.02,NN
108,241.02,0,0,0,0,0,0,0,241.02,0,0,0,0.01,NN
109,241.03,0,0,0,0,0,0,0,241.03,0,0,0,0,NN
110,241.03,0,0,0,0,0,0,0,241.03,0,0,0,-0.03,NN
111,241,0,0,0,0,0,0,0,241,0,0,0,0.04,NN
112,241.04,0,0,0,0,0,0,0,241.04,0,0,0,-0.02,NN
113,241.02,0,0,0,0,0,0,0,241.02,0,0,0,0.02,NN
114,241.04,0,0,0,0,0,0,0,241.04,0,0,0,0.03,NN
115,241.07,0,0,0,0,0,0,0,241.07,0,0,0,0.01,NN
116,241.08,0,0,0,0,0,0,0,241.08,0,0,0,0,NN
117,241.08,0,0,0,0,0,0,0,241.08,0,0,0,0.03,NN
118,241.11,0,0,0,0,0,0,0,241.11,0,0,0,-0.03,NN
119,241.08,0,0,0,0,0,0,0,241.08,0,0,0,0.01,NN
120,241.09,0,0,0,0,0,0,0,241.09,0,0,0,-0.02,NN
121,241.07,0,0,0,0,0,0,0,241.07,0,0,0,0.02,NN
122,241.09,0,0,0,0,0,0,0,241.09,0,0,0,0,NN
123,241.09,0,0,0,0,0,0,0,241.09,0,0,0,0.01,NN
124,241.1,0,0,0,0,0,0,0,241.1,0,0,0,-0.41,NN
125,240.69,0,0,0,0,0,0,0,240.69,0,0,0,0.26,NN
126,240.95,0,0,0,0,0,0,0,240.95,0,0,0,0.02,NN
127,240.97,0,0,0,0,0,0,0,240.97,0,0,0,0.01,NN
128,240.98,0,0,0,0,0,0,0,240.98,0,0,0,-0.02,NN
129,240.96,0,0,0,0,0,0,0,240.96,0,0,0,-0.02,NN
130,240.94,0,0,0,0,0,0,0,240.94,0,0,0,0.01,NN
131,240.95,0,0,0,0,0,0,0,240.95,0,0,0,0.01,NN
132,240.96,0,0,0,0,0,0,0,240.96,0,0,0,0.02,NN
133,240.98,0,0,0,0,0,0,0,240.98,0,0,0,-0.02,NN
134,240.96,0,0,0,0,0,0,0,240.96,0,0,0,0.03,NN
135,240.99,0,0,0,0,0,0,0,240.99,0,0,0,-0.02,NN
136,240.97,0,0,0,0,0,0,0,240.97,0,0,0,0.02,NN
137,240.99,0,0,0,0,0,0,0,240.99,0,0,0,-0.02,NN
138,240.97,0,0,0,0,0,0,0,240.97,0,0,0,0.01,NN
139,240.98,0,0,0,0,0,0,0,240.98,0,0,0,-0.01,NN
140,240.97,0,0,0,0,0,0,0,240.97,0,0,0,-0.01,NN
141,240.96,0,0,0,0,0,0,0,240.96,0,0,0,0.01,NN
142,240.97,0,0,0,0,0,0,0,240.97,0,0,0,0.01,NN
143,240.98,0,0,0,0,0,0,0,240.98,0,0,0,-0.04,NN
144,240.94,0,0,0,0,0,0,0,240.94,0,0,0,0,NN
145,240.94,0,0,0,0,0,0,0,240.94,0,0,0,-0.01,NN
146,240.93,0,0,0,0,0,0,0,240.93,0,0,0,-0.02,NN
147,240.91,0,0,0,0,0,0,0,240.91,0,0,0,0.04,NN
148,240.95,0,0,0,0,0,0,0,240.95,0,0,0,-0.01,NN
149,240.94,0,0,0,0,0,0,0,240.94,0,0,0,0,NN
150,240.94,0,0,0,0,0,0,0,240.94,0,0,0,0.02,NN
151,240.96,0,0,0,0,0,0,0,240.96,0,0,0,0.01,NN
152,240.97,0,0,0,0,0,0,0,240.97,0,0,0,0.02,NN
153,240.99,0,0,0,0,0,0,0,240.99,0,0,0,-0.03,NN
154,240.96,0,0,0,0,0,0,0,240.96,0,0,0,0.03,NN
155,240.99,0,0,0,0,0,0,0,240.99,0,0,0,-0.02,NN
156,240.97,0,0,0,0,0,0,0,240.97,0,0,0,-0.01,NN
157,240.96,0,0,0,0,0,0,0,240.96,0,0,0,0.01,NN
158,240.97,0,0,0,0,0,0,0,240.97,0,0,0,0.01,NN
159,240.98,0,0,0,0,0,0,0,240.98,0,0,0,-0.01,NN
160,240.97,0,0,0,0,0,0,0,240.97,0,0,0,-0.06,NN
161,240.91,0,0,0,0,0,0,0,240.91,0,0,0,0.02,NN
162,240.93,0,0,0,0,0,0,0,240.93,0,0,0,0.02,NN
163,240.95,0,0,0,0,0,0,0,240.95,0,0,0,0,NN
164,240.95,0,0,0,0,0,0,0,240.95,0,0,0,0.06,NN
165,241.01,0,0,0,0,0,0,0,241.01,0,0,0,0.01,NN
166,241.02,0,0,0,0,0,0,0,241.02,0,0,0,-0.01,NN
167,241.01,0,0,0,0,0,0,0,241.01,0,0,0,0.01,NN
168,241.02,0,0,0,0,0,0,0,241.02,0,0,0,-0.01,NN
169,241.01,0,0,0,0,0,0,0,241.01,0,0,0,0,NN
170,241.01,0,0,0,0,0,0,0,241.01,0,0,0,0.01,NN
171,241.02,0,0,0,0,0,0,0,241.02,0,0,0,-0.03,NN
172,240.99,0,0,0,0,0,0,0,240.99,0,0,0,0.01,NN
173,241,0,0,0,0,0,0,0,241,0,0,0,0.01,NN
174,241.01,0,0,0,0,0,0,0,241.01,0,0,0,0.01,NN
175,241.02,0,0,0,0,0,0,0,241.02,0,0,0,-0.01,NN
176,241.01,0,0,0,0,0,0,0,241.01,0,0,0,-0.01,NN
177,241,0,0,0,0,0,0,0,241,0,0,0,-0.02,NN
178,240.98,0,0,0,0,0,0,0,240.98,0,0,0,0,NN
179,240.98,0,0,0,0,0,0,0,240.98,0,0,0,0,NN
180,240.98,0,0,0,0,0,0,0,240.98,0,0,0,0,NN
181,240.98,0,0,0,0,0,0,0,240.98,0,0,0,0.03,NN
182,241.01,0,0,0,0,0,0,0,241.01,0,0,0,-0.01,NN
183,241,0,0,0,0,0,0,0,241,0,0,0,-0.02,NN
184,240.98,0,0,0,0,0,0,0,240.98,0,0,0,-0.02,NN
185,240.96,0,0,0,0,0,0,0,240.96,0,0,0,-0.02,NN
186,240.94,0,0,0,0,0,0,0,240.94,0,0,0,0.04,NN
187,240.98,0,0,0,0,0,0,0,240.98,0,0,0,-0.01,NN
188,240.97,0,0,0,0,0,0,0,240.97,0,0,0,0.02,NN
189,240.99,0,0,0,0,0,0,0,240.99,0,0,0,0,NN
190,240.99,0,0,0,0,0,0,0,240.99,0,0,0,0,NN
191,240.99,0,0,0,0,0,0,0,240.99,0,0,0,0.02,NN
192,241.01,0,0,0,0,0,0,0,241.01,0,0,0,0,NN
193,241.01,0,0,0,0,0,0,0,241.01,0,0,0,-0.03,NN
194,240.98,0,0,0,0,0,0,0,240.98,0,0,0,0.02,NN
195,241,0,0,0,0,0,0,0,241,0,0,0,-0.04,NN
196,240.96,0,0,0,0,0,0,0,240.96,0,0,0,0.01,NN
197,240.97,0,0,0,0,0,0,0,240.97,0,0,0,-0.04,NN
198,240.93,0,0,0,0,0,0,0,240.93,0,0,0,0.04,NN
199,240.97,0,0,0,0,0,0,0,240.97,27,178,176,-102.5217241379,NN
200,240.9,0.74,27,178,176,0.1529,81.2,1,138.4482758621,-25,-178,-176,102.5917241379,GON
201,241.04,0,2,0,0,0,0,1,241.04,0,0,0,0,NN
202,241.04,0,2,0,0,0,0,1,241.04,0,0,0,-0.01,NN
203,241.03,0,2,0,0,0,0,1,241.03,0,0,0,-0.01,NN
204,241.02,0,2,0,0,0,0,1,241.02,0,0,0,0,NN
205,241.02,0,2,0,0,0,0,1,241.02,0,0,0,0.02,NN
206,241.04,0,2,0,0,0,0,1,241.04,0,0,0,-0.01,NN
207,241.03,0,2,0,0,0,0,1,241.03,0,0,0,0,NN
208,241.03,0,2,0,0,0,0,1,241.03,0,0,0,0,NN
209,241.03,0,2,0,0,0,0,1,241.03,0,0,0,-0.02,NN
210,241.01,0,2,0,0,0,0,1,241.01,-1,0,0,-0.02,NN
211,240.99,0,1,0,0,0,0,1,240.99,1,0,0,-0.02,NN
212,240.97,0,2,0,0,0,0,1,240.97,-1,0,0,0.02,NN
213,240.99,0,1,0,0,0,0,1,240.99,0,0,0,-0.04,NN
214,240.95,0,1,0,0,0,0,1,240.95,0,0,0,0.05,NN
215,241,0,1,0,0,0,0,1,241,0,0,0,-0.02,NN
216,240.98,0,1,0,0,0,0,1,240.98,0,0,0,-0.01,NN
217,240.97,0,1,0,0,0,0,1,240.97,0,0,0,0.01,NN
218,240.98,0,1,0,0,0,0,1,240.98,0,0,0,0,NN
219,240.98,0,1,0,0,0,0,1,240.98,0,0,0,-0.02,NN
220,240.96,0,1,0,0,0,0,1,240.96,0,0,0,-0.02,NN
221,240.94,0,1,0,0,0,0,1,240.94,0,0,0,-0.02,NN
222,240.92,0,1,0,0,0,0,1,240.92,0,0,0,0.02,NN
223,240.94,0,1,0,0,0,0,1,240.94,0,0,0,0.01,NN
224,240.95,0,1,0,0,0,0,1,240.95,0,0,0,0.01,NN
225,240.96,0,1,0,0,0,0,1,240.96,0,0,0,0,NN
226,240.96,0,1,0,0,0,0,1,240.96,0,0,0,0.02,NN
227,240.98,0,1,0,0,0,0,1,240.98,0,0,0,0,NN
228,240.98,0,1,0,0,0,0,1,240.98,0,0,0,0.03,NN
229,241.01,0,1,0,0,0,0,1,241.01,0,0,0,-0.01,NN
230,241,0,1,0,0,0,0,1,241,1919,1920,-4,-215.6161363883,NN
231,233.76,8.209,1920,1920,-4,1,-0.12,1,25.3838636117,0,0,8,-0.0324536334,NN
232,233.74,8.22,1920,1920,4,1,0.12,1,25.3514099783,0,0,1,-0.0225552812,NN
233,233.76,8.229,1920,1920,5,1,0.14,1,25.3288546972,0,0,-1,-0.0082307803,NN
234,233.76,8.232,1920,1920,4,1,0.13,1,25.3206239168,10,10,1,-0.0033183071,NN
235,233.78,8.234,1930,1930,5,1,0.14,1,25.3173056097,0,0,0,-0.0016586146,NN
236,233.79,8.235,1930,1930,5,1,0.14,1,25.3156469951,0,0,0,-0.0027409752,NN
237,233.79,8.236,1930,1930,5,1,0.14,1,25.3129060199,0,0,0,-0.0011502286,NN
238,233.83,8.238,1930,1930,5,1,0.14,1,25.3117557913,0,0,-1,-0.0005749276,NN
239,233.85,8.239,1930,1930,4,1,0.13,1,25.3111808637,0,0,1,-0.0027393053,NN
240,233.85,8.24,1930,1930,5,1,0.14,1,25.3084415584,0,0,0,-0.0016565785,NN
241,233.86,8.241,1930,1930,5,1,0.14,1,25.30678498,0,0,0,-0.0005742031,NN
242,233.88,8.242,1930,1930,5,1,0.14,1,25.3062107769,0,0,-1,0,NN
243,233.88,8.242,1930,1930,4,1,0.13,1,25.3062107769,0,0,0,-0.0010820169,NN
244,233.87,8.242,1930,1930,4,1,0.13,1,25.30512876,0,0,1,-0.0005739618,NN
245,233.89,8.243,1930,1930,5,1,0.13,1,25.3045547982,0,0,0,-0.001590072,NN
246,233.85,8.242,1930,1930,5,1,0.14,1,25.3029647262,0,0,-1,0,NN
247,233.85,8.242,1930,1930,4,1,0.13,1,25.3029647262,0,0,1,-0.0016556275,NN
248,233.86,8.243,1930,1930,5,1,0.14,1,25.3013090988,0,0,0,0.0010818998,NN
249,233.87,8.243,1930,1930,5,1,0.14,1,25.3023909986,0,0,0,-0.0010818998,NN
250,233.86,8.243,1930,1930,5,1,0.13,1,25.3013090988,0,0,0,-0.0005734865,NN
251,233.88,8.244,1930,1930,5,1,0.14,1,25.3007356123,0,0,0,0.0010817828,NN
252,233.89,8.244,1930,1930,5,1,0.14,1,25.3018173951,0,0,0,-0.0021635656,NN
253,233.87,8.244,1930,1930,5,1,0.14,1,25.2996538295,0,0,0,0,NN
254,233.87,8.244,1930,1930,5,1,0.13,1,25.2996538295,0,0,0,-0.0005732454,NN
255,233.89,8.245,1930,1930,5,1,0.13,1,25.2990805841,0,0,-1,-0.0005085374,NN
256,233.86,8.244,1930,1930,4,1,0.13,1,25.2985720467,0,0,1,0.0010817828,NN
257,233.87,8.244,1930,1930,5,1,0.14,1,25.2996538295,0,0,-1,0,NN
258,233.87,8.244,1930,1930,4,1,0.13,1,25.2996538295,0,0,0,-0.0016549112,NN
259,233.88,8.245,1930,1930,4,1,0.13,1,25.2979989183,0,0,1,0.0010816658,NN
260,233.89,8.245,1930,1930,5,1,0.13,1,25.2990805841,0,0,0,0.0005732454,NN
261,233.87,8.244,1930,1930,5,1,0.14,1,25.2996538295,0,0,0,-0.0027365769,NN
262,233.87,8.245,1930,1930,5,1,0.14,1,25.2969172526,0,0,-1,-0.0009536123,NN
263,233.76,8.241,1930,1930,4,1,0.13,1,25.2959636403,0,0,0,-6.40406016039208E-05,NN
264,233.81,8.243,1930,1930,4,1,0.13,1,25.2958995997,0,0,1,0.0005088815,NN
265,233.84,8.244,1930,1930,5,1,0.14,1,25.2964084812,0,0,-1,0.0005087714,NN
266,233.87,8.245,1930,1930,4,1,0.13,1,25.2969172526,0,0,1,-0.0010816658,NN
267,233.86,8.245,1930,1930,5,1,0.13,1,25.2958355868,0,0,0,0.0010816658,NN
268,233.87,8.245,1930,1930,5,1,0.13,1,25.2969172526,0,0,0,-0.0010816658,NN
269,233.86,8.245,1930,1930,5,1,0.14,1,25.2958355868,0,0,0,0.0010816658,NN
270,233.87,8.245,1930,1930,5,1,0.14,1,25.2969172526,0,0,-1,0,NN
271,233.87,8.245,1930,1930,4,1,0.13,1,25.2969172526,0,0,1,-0.0010816658,NN
272,233.86,8.245,1930,1930,5,1,0.14,1,25.2958355868,0,0,-1,0.0010816658,NN
273,233.87,8.245,1930,1930,4,1,0.13,1,25.2969172526,0,0,0,-0.0005087714,NN
274,233.84,8.244,1930,1930,4,1,0.13,1,25.2964084812,0,0,1,0.0010817828,NN
275,233.85,8.244,1930,1930,5,1,0.13,1,25.297490264,0,0,0,-0.0005730114,NN
276,233.87,8.245,1930,1930,5,1,0.13,1,25.2969172526,0,0,-1,-0.0010816658,NN
277,233.86,8.245,1930,1930,4,1,0.13,1,25.2958355868,0,0,1,0.0005728944,NN
278,233.84,8.244,1930,1930,5,1,0.14,1,25.2964084812,0,0,-1,-0.0016545601,NN
279,233.85,8.245,1930,1930,4,1,0.13,1,25.294753921,0,0,0,0.0038181257,NN
280,233.86,8.244,1930,1930,4,1,0.13,1,25.2985720467,0,0,0,-0.0016547942,NN
281,233.87,8.245,1930,1930,4,1,0.13,1,25.2969172526,0,0,0,-0.0015905542,NN
282,233.83,8.244,1930,1930,4,1,0.13,1,25.2953266984,0,0,0,0.0007651063,NN
283,233.66,8.237,1930,1930,4,1,0.13,1,25.2960918047,-10,-10,0,-0.0025476106,NN
284,233.51,8.232,1920,1920,4,1,0.13,1,25.2935441941,0,0,0,-0.0016564003,NN
285,233.52,8.233,1920,1920,4,1,0.13,1,25.2918877938,10,10,0,0.0024207974,NN
286,233.77,8.242,1930,1930,4,1,0.13,1,25.2943085912,0,0,0,0.0010181072,NN
287,233.83,8.244,1930,1930,4,1,0.13,1,25.2953266984,0,0,1,0.0016548011,NN
288,233.82,8.243,1930,1930,5,1,0.14,1,25.2969814995,0,0,-1,0,NN
289,233.82,8.243,1930,1930,4,1,0.13,1,25.2969814995,0,0,0,0,NN
290,233.82,8.243,1930,1930,4,1,0.13,1,25.2969814995,0,0,0,0.0010818998,NN
291,233.83,8.243,1930,1930,4,1,0.13,1,25.2980633993,0,0,1,-0.0016549182,NN
292,233.84,8.244,1930,1930,5,1,0.13,1,25.2964084812,0,0,-1,-0.0005728944,NN
293,233.86,8.245,1930,1930,4,1,0.13,1,25.2958355868,0,0,0,0,NN
294,233.86,8.245,1930,1930,4,1,0.13,1,25.2958355868,0,0,0,-0.0005727705,NN
295,233.88,8.246,1930,1930,4,1,0.13,1,25.2952628164,0,0,1,0,NN
296,233.88,8.246,1930,1930,5,1,0.13,1,25.2952628164,0,0,0,0.0016544362,NN
297,233.87,8.245,1930,1930,5,1,0.14,1,25.2969172526,0,0,0,0.0021633315,NN
298,233.89,8.245,1930,1930,5,1,0.13,1,25.2990805841,0,0,-1,0.0005732454,NN
299,233.87,8.244,1930,1930,4,1,0.13,1,25.2996538295,0,0,0,-0.0010817828,NN
300,233.86,8.244,1930,1930,4,1,0.13,1,25.2985720467,0,0,0,0,NN
301,233.86,8.244,1930,1930,4,1,0.13,1,25.2985720467,0,0,0,0,NN
302,233.86,8.244,1930,1930,4,1,0.13,1,25.2985720467,0,0,0,0,NN
303,233.86,8.244,1930,1930,4,1,0.13,1,25.2985720467,0,0,0,0.0010817828,NN
304,233.87,8.244,1930,1930,4,1,0.13,1,25.2996538295,0,0,0,0,NN
305,233.87,8.244,1930,1930,4,1,0.13,1,25.2996538295,0,0,0,-0.0005085304,NN
306,233.84,8.243,1930,1930,4,1,0.13,1,25.2991452991,0,0,0,-0.0005732524,NN
307,233.86,8.244,1930,1930,4,1,0.13,1,25.2985720467,0,0,0,0.0010817828,NN
308,233.87,8.244,1930,1930,4,1,0.13,1,25.2996538295,0,0,0,0.0010817828,NN
309,233.88,8.244,1930,1930,4,1,0.13,1,25.3007356123,0,0,1,-0.0005733624,NN
310,233.9,8.245,1930,1930,5,1,0.14,1,25.3001622499,0,0,0,0.0010816658,NN
311,233.91,8.245,1930,1930,5,1,0.13,1,25.3012439156,0,0,0,0,NN
312,233.91,8.245,1930,1930,5,1,0.13,1,25.3012439156,0,0,-1,-0.0005083033,NN
313,233.88,8.244,1930,1930,4,1,0.13,1,25.3007356123,0,0,0,0.0027372861,NN
314,233.88,8.243,1930,1930,4,1,0.13,1,25.3034728984,0,0,0,-0.0021637996,NN
315,233.86,8.243,1930,1930,4,1,0.13,1,25.3013090988,0,0,0,-0.0005734865,NN
316,233.88,8.244,1930,1930,4,1,0.13,1,25.3007356123,0,0,1,0.0010817828,NN
317,233.89,8.244,1930,1930,5,1,0.13,1,25.3018173951,0,0,-1,0.0021635656,NN
318,233.91,8.244,1930,1930,4,1,0.13,1,25.3039809606,0,0,1,0,NN
319,233.91,8.244,1930,1930,5,1,0.13,1,25.3039809606,0,0,-1,-0.0010817828,NN
320,233.9,8.244,1930,1930,4,1,0.13,1,25.3028991778,0,0,0,0.0016556204,NN
321,233.89,8.243,1930,1930,4,1,0.13,1,25.3045547982,0,0,1,-0.0016556204,NN
322,233.9,8.244,1930,1930,5,1,0.13,1,25.3028991778,0,0,-1,-0.0010817828,NN
323,233.89,8.244,1930,1930,4,1,0.13,1,25.3018173951,0,0,0,0.0016555033,NN
324,233.88,8.243,1930,1930,4,1,0.13,1,25.3034728984,0,0,0,-0.0010818998,NN
325,233.87,8.243,1930,1930,4,1,0.13,1,25.3023909986,0,0,0,0.0005081793,NN
326,233.9,8.244,1930,1930,4,1,0.13,1,25.3028991778,0,0,0,0.0005737206,NN
327,233.88,8.243,1930,1930,4,1,0.13,1,25.3034728984,0,0,0,0.0010818998,NN
328,233.89,8.243,1930,1930,4,1,0.13,1,25.3045547982,0,0,0,-0.0005738376,NN
329,233.91,8.244,1930,1930,4,1,0.13,1,25.3039809606,0,0,0,0.0010817828,NN
330,233.92,8.244,1930,1930,4,1,0.13,1,25.3050627434,0,0,0,0.0016558545,NN
331,233.91,8.243,1930,1930,4,1,0.13,1,25.3067185979,0,0,0,-0.00381942,NN
332,233.9,8.244,1930,1930,4,1,0.13,1,25.3028991778,0,0,1,0.0027375202,NN
333,233.9,8.243,1930,1930,5,1,0.13,1,25.305636698,0,0,-1,0,NN
334,233.9,8.243,1930,1930,4,1,0.13,1,25.305636698,0,0,0,-0.000507938,NN
335,233.87,8.242,1930,1930,4,1,0.13,1,25.30512876,0,0,0,0,NN
336,233.87,8.242,1930,1930,4,1,0.13,1,25.30512876,0,0,0,0,NN
337,233.87,8.242,1930,1930,4,1,0.13,1,25.30512876,0,0,0,-0.0005739618,NN
338,233.89,8.243,1930,1930,4,1,0.13,1,25.3045547982,0,0,0,0.001589728,NN
339,233.93,8.244,1930,1930,4,1,0.13,1,25.3061445262,0,0,0,-0.0005078281,NN
340,233.9,8.243,1930,1930,4,1,0.13,1,25.305636698,0,0,0,0,NN
